Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
2,44,No,6,3,17.0,Bob_1635
1,59,Yes,7,4,31.0,Charlie_1635
5,53,Yes,9,2,40.0,David_1635
1,84,No,8,1,61.0,Eve_1635
1,53,No,5,9,26.0,Alice_1636
1,47,No,8,7,20.0,Bob_1636
6,87,Yes,6,6,73.0,Charlie_1636
9,52,Yes,9,9,55.0,David_1636
1,63,Yes,8,3,37.0,Eve_1636
5,54,Yes,5,1,35.0,Alice_1637
9,90,Yes,9,8,90.0,Bob_1637
9,40,No,5,7,36.0,Charlie_1637
1,61,Yes,9,3,38.0,David_1637
8,73,Yes,7,4,65.0,Eve_1637
1,89,No,6,9,66.0,Alice_1638
8,90,Yes,7,5,88.0,Bob_1638
1,79,Yes,4,3,53.0,Charlie_1638
5,42,Yes,5,1,27.0,David_1638
8,94,No,7,4,90.0,Eve_1638
6,65,No,5,0,50.0,Alice_1639
9,53,Yes,9,6,49.0,Bob_1639
1,97,Yes,5,8,71.0,Charlie_1639
9,80,Yes,4,2,72.0,David_1639
1,47,No,5,5,21.0,Eve_1639
3,88,No,9,8,73.0,Alice_1640
1,94,Yes,9,3,68.0,Bob_1640
3,94,Yes,7,5,74.0,Charlie_1640
2,95,Yes,6,2,72.0,David_1640
2,55,Yes,8,8,38.0,Eve_1640
9,81,No,7,6,78.0,Alice_1641
8,60,No,4,6,55.0,Bob_1641
1,49,Yes,8,3,24.0,Charlie_1641
4,96,No,5,5,72.0,David_1641
1,64,No,7,7,38.0,Eve_1641
1,95,Yes,8,5,73.0,Alice_1642
4,77,Yes,7,5,60.0,Bob_1642
2,61,Yes,5,3,38.0,Charlie_1642
3,88,Yes,9,7,74.0,David_1642
9,87,No,7,9,86.0,Eve_1642
2,86,Yes,4,7,62.0,Alice_1643
4,93,Yes,8,8,80.0,Bob_1643
1,85,Yes,8,5,62.0,Charlie_1643
2,43,Yes,8,1,22.0,David_1643
5,43,No,7,3,28.0,Eve_1643
1,69,Yes,5,3,41.0,Alice_1644
7,41,Yes,7,7,34.0,Bob_1644
4,68,No,7,4,52.0,Charlie_1644
6,82,Yes,9,3,71.0,David_1644
8,75,Yes,8,7,68.0,Eve_1644
6,60,Yes,5,2,47.0,Alice_1645
2,99,No,6,1,73.0,Bob_1645
1,60,Yes,5,3,33.0,Charlie_1645
8,87,Yes,7,0,83.0,David_1645
8,60,Yes,4,0,48.0,Eve_1645
9,43,No,5,4,39.0,Alice_1646
6,40,Yes,8,0,29.0,Bob_1646
1,65,Yes,4,3,36.0,Charlie_1646
9,95,Yes,6,7,94.0,David_1646
3,90,No,6,7,73.0,Eve_1646
6,41,No,4,1,28.0,Alice_1647
9,48,Yes,6,2,49.0,Bob_1647
3,94,Yes,4,2,73.0,Charlie_1647
5,96,No,7,0,83.0,David_1647
5,84,Yes,4,2,73.0,Eve_1647
7,57,No,7,7,50.0,Alice_1648
4,87,No,8,5,74.0,Bob_1648
4,87,No,8,4,71.0,Charlie_1648
7,96,Yes,6,9,92.0,David_1648
9,81,No,9,8,78.0,Eve_1648
4,80,No,9,6,64.0,Alice_1649
4,50,Yes,4,5,37.0,Bob_1649
6,64,Yes,7,4,49.0,Charlie_1649
6,65,Yes,8,4,53.0,David_1649
7,97,No,8,9,95.0,Eve_1649
1,75,No,8,8,50.0,Alice_1650
3,81,Yes,6,9,62.0,Bob_1650
9,74,No,8,5,74.0,Charlie_1650
6,77,Yes,9,3,70.0,David_1650
6,42,Yes,5,3,29.0,Eve_1650
5,98,Yes,6,3,81.0,Alice_1651
3,80,Yes,4,5,58.0,Bob_1651
5,74,Yes,5,0,57.0,Charlie_1651
1,89,No,6,8,61.0,David_1651
3,79,No,6,1,56.0,Eve_1651
4,61,Yes,7,1,44.0,Alice_1652
5,47,No,5,4,30.0,Bob_1652
9,54,No,5,3,53.0,Charlie_1652
4,84,Yes,9,2,67.0,David_1652
3,46,No,5,4,21.0,Eve_1652
1,58,No,8,6,35.0,Alice_1653
6,79,Yes,9,9,77.0,Bob_1653
7,81,No,8,1,72.0,Charlie_1653
8,56,No,9,5,52.0,David_1653
1,40,No,4,3,15.0,Eve_1653
4,84,No,9,1,67.0,Alice_1654
5,68,No,4,0,55.0,Bob_1654
2,97,Yes,9,7,73.0,Charlie_1654
1,52,Yes,4,4,25.0,David_1654
8,95,Yes,8,9,90.0,Eve_1654
6,87,Yes,9,1,74.0,Alice_1655
5,68,Yes,7,7,53.0,Bob_1655
9,80,No,9,2,79.0,Charlie_1655
2,81,No,4,6,59.0,David_1655
8,45,Yes,6,1,40.0,Eve_1655
9,44,Yes,8,6,39.0,Alice_1656
1,73,Yes,7,3,49.0,Bob_1656
7,50,No,6,9,41.0,Charlie_1656
8,48,No,6,0,39.0,David_1656
3,77,No,8,4,57.0,Eve_1656
4,79,No,9,3,66.0,Alice_1657
3,80,No,5,7,59.0,Bob_1657
7,48,No,7,0,40.0,Charlie_1657
9,47,Yes,9,1,47.0,David_1657
3,83,No,8,4,65.0,Eve_1657
6,97,Yes,5,9,86.0,Alice_1658
8,79,Yes,8,9,75.0,Bob_1658
6,42,No,8,1,30.0,Charlie_1658
2,52,No,6,0,26.0,David_1658
7,58,No,9,5,49.0,Eve_1658
2,73,No,8,9,52.0,Alice_1659
2,71,No,9,3,47.0,Bob_1659
2,88,No,5,4,64.0,Charlie_1659
1,55,No,6,2,28.0,David_1659
1,75,No,5,9,48.0,Eve_1659
7,57,Yes,5,5,47.0,Alice_1660
5,53,Yes,6,3,37.0,Bob_1660
3,69,No,9,5,54.0,Charlie_1660
1,41,Yes,5,4,18.0,David_1660
6,52,No,4,1,37.0,Eve_1660
1,66,Yes,9,3,41.0,Alice_1661
9,98,Yes,8,1,96.0,Bob_1661
2,92,No,6,4,69.0,Charlie_1661
1,91,No,6,2,64.0,David_1661
7,56,No,9,5,48.0,Eve_1661
6,70,Yes,4,4,59.0,Alice_1662
6,54,Yes,4,1,39.0,Bob_1662
5,96,No,4,9,80.0,Charlie_1662
4,59,Yes,4,7,38.0,David_1662
4,44,No,7,5,26.0,Eve_1662
3,46,Yes,6,8,27.0,Alice_1663
8,57,No,5,2,50.0,Bob_1663
7,95,Yes,6,3,89.0,Charlie_1663
9,50,No,6,7,45.0,David_1663
1,71,No,6,6,42.0,Eve_1663
7,89,No,4,7,80.0,Alice_1664
4,66,Yes,4,8,48.0,Bob_1664
7,65,No,7,7,59.0,Charlie_1664
1,76,Yes,9,7,53.0,David_1664
5,84,No,6,5,72.0,Eve_1664
3,67,No,8,1,46.0,Alice_1665
5,89,No,9,6,75.0,Bob_1665
4,41,Yes,7,3,25.0,Charlie_1665
2,59,Yes,4,2,36.0,David_1665
4,43,Yes,6,3,24.0,Eve_1665
3,52,No,4,3,31.0,Alice_1666
1,63,Yes,9,2,39.0,Bob_1666
8,87,No,5,8,81.0,Charlie_1666
5,77,No,4,2,63.0,David_1666
4,97,No,4,1,81.0,Eve_1666
5,79,No,7,0,63.0,Alice_1667
4,87,No,5,0,69.0,Bob_1667
3,84,Yes,9,4,66.0,Charlie_1667
5,94,Yes,8,4,80.0,David_1667
4,68,No,8,8,52.0,Eve_1667
1,97,No,8,3,68.0,Alice_1668
3,75,Yes,6,4,57.0,Bob_1668
8,41,No,8,5,37.0,Charlie_1668
7,80,No,6,9,68.0,David_1668
2,57,No,9,6,35.0,Eve_1668
1,88,No,9,8,65.0,Alice_1669
3,47,Yes,4,5,28.0,Bob_1669
5,97,No,8,0,82.0,Charlie_1669
1,54,Yes,7,7,29.0,David_1669
3,80,Yes,9,1,62.0,Eve_1669
3,56,Yes,5,8,35.0,Alice_1670
5,62,Yes,5,6,51.0,Bob_1670
3,41,No,9,6,22.0,Charlie_1670
9,45,No,4,9,42.0,David_1670
1,68,No,5,9,45.0,Eve_1670
4,66,Yes,5,4,48.0,Alice_1671
4,76,Yes,4,7,61.0,Bob_1671
1,88,Yes,4,9,59.0,Charlie_1671
2,73,No,4,0,50.0,David_1671
1,57,No,7,2,33.0,Eve_1671
6,81,No,4,8,65.0,Alice_1672
3,49,Yes,4,0,26.0,Bob_1672
7,77,Yes,4,7,69.0,Charlie_1672
5,98,No,9,5,87.0,David_1672
9,83,Yes,8,9,85.0,Eve_1672
7,56,Yes,9,4,46.0,Alice_1673
4,98,No,8,5,82.0,Bob_1673
5,52,Yes,7,4,36.0,Charlie_1673
5,91,Yes,7,8,77.0,David_1673
5,99,No,5,1,85.0,Eve_1673
9,87,Yes,9,9,85.0,Alice_1674
3,81,Yes,8,5,62.0,Bob_1674
6,66,Yes,7,3,54.0,Charlie_1674
8,92,Yes,7,2,89.0,David_1674
9,41,No,9,4,35.0,Eve_1674
7,73,No,5,1,65.0,Alice_1675
3,70,Yes,4,2,52.0,Bob_1675
1,62,No,6,6,37.0,Charlie_1675
4,46,No,5,0,27.0,David_1675
6,77,No,6,1,60.0,Eve_1675
3,72,Yes,5,2,52.0,Alice_1676
1,51,Yes,5,9,28.0,Bob_1676
6,84,No,4,6,72.0,Charlie_1676
1,51,No,7,3,23.0,David_1676
9,58,No,8,7,59.0,Eve_1676
1,48,No,5,7,20.0,Alice_1677
6,49,Yes,4,0,38.0,Bob_1677
1,56,No,6,4,31.0,Charlie_1677
7,89,Yes,9,0,81.0,David_1677
3,79,Yes,9,6,66.0,Eve_1677
6,78,Yes,7,3,68.0,Alice_1678
7,80,Yes,9,7,75.0,Bob_1678
1,49,Yes,5,7,24.0,Charlie_1678
1,51,Yes,6,8,26.0,David_1678
5,54,Yes,5,5,39.0,Eve_1678
6,70,No,9,6,61.0,Alice_1679
9,54,Yes,8,6,52.0,Bob_1679
1,67,No,9,4,38.0,Charlie_1679
4,43,No,8,6,25.0,David_1679
8,75,No,9,8,73.0,Eve_1679
9,94,No,7,3,93.0,Alice_1680
3,40,No,6,1,16.0,Bob_1680
2,97,Yes,8,7,75.0,Charlie_1680
4,83,Yes,4,6,64.0,David_1680
2,96,No,7,5,77.0,Eve_1680
1,73,No,5,6,44.0,Alice_1681
3,86,No,9,2,66.0,Bob_1681
7,56,Yes,6,5,48.0,Charlie_1681
1,78,No,6,9,50.0,David_1681
2,77,Yes,9,6,56.0,Eve_1681
1,83,Yes,4,6,55.0,Alice_1682
8,90,No,8,4,83.0,Bob_1682
5,72,Yes,9,2,58.0,Charlie_1682
8,99,Yes,6,1,93.0,David_1682
3,60,Yes,4,6,38.0,Eve_1682
7,65,No,4,3,55.0,Alice_1683
8,85,No,5,1,80.0,Bob_1683
6,75,No,4,7,64.0,Charlie_1683
7,44,No,7,1,37.0,David_1683
2,72,No,6,5,49.0,Eve_1683
8,40,No,7,3,33.0,Alice_1684
5,92,No,4,8,78.0,Bob_1684
7,45,No,4,4,31.0,Charlie_1684
1,76,Yes,7,3,53.0,David_1684
5,41,No,5,7,25.0,Eve_1684
1,96,Yes,4,2,69.0,Alice_1685
8,92,Yes,7,8,89.0,Bob_1685
4,98,No,7,7,80.0,Charlie_1685
4,98,Yes,6,7,80.0,David_1685
2,44,Yes,5,9,22.0,Eve_1685
5,65,No,8,4,52.0,Alice_1686
1,80,Yes,7,0,59.0,Bob_1686
9,90,No,6,9,88.0,Charlie_1686
5,92,Yes,8,8,81.0,David_1686
6,86,Yes,6,1,79.0,Eve_1686
2,52,No,6,0,28.0,Alice_1687
1,51,Yes,9,5,28.0,Bob_1687
4,44,Yes,5,0,19.0,Charlie_1687
7,41,No,4,9,31.0,David_1687
6,98,No,5,9,87.0,Eve_1687
1,43,Yes,8,9,17.0,Alice_1688
1,98,Yes,9,6,75.0,Bob_1688
8,66,No,5,6,61.0,Charlie_1688
4,89,Yes,4,0,72.0,David_1688
5,92,No,5,9,78.0,Eve_1688
7,49,No,5,4,36.0,Alice_1689
8,52,No,5,2,45.0,Bob_1689
7,83,Yes,7,1,74.0,Charlie_1689
2,41,Yes,7,4,17.0,David_1689
4,65,Yes,5,4,47.0,Eve_1689
1,54,No,4,1,25.0,Alice_1690
9,85,Yes,4,5,81.0,Bob_1690
3,96,No,4,6,74.0,Charlie_1690
3,49,Yes,4,0,30.0,David_1690
9,61,No,9,2,59.0,Eve_1690
3,79,No,9,3,60.0,Alice_1691
8,64,Yes,6,1,58.0,Bob_1691
2,54,No,5,9,28.0,Charlie_1691
3,52,Yes,5,4,33.0,David_1691
2,47,Yes,6,3,30.0,Eve_1691
1,60,Yes,4,1,31.0,Alice_1692
2,60,Yes,8,0,36.0,Bob_1692
8,61,Yes,8,7,56.0,Charlie_1692
9,85,No,6,1,82.0,David_1692
2,72,Yes,8,3,50.0,Eve_1692
7,84,No,7,9,76.0,Alice_1693
5,66,Yes,5,4,52.0,Bob_1693
3,79,No,8,1,60.0,Charlie_1693
9,89,No,9,9,91.0,David_1693
6,61,Yes,9,8,52.0,Eve_1693
1,69,No,7,1,43.0,Alice_1694
5,48,Yes,5,5,32.0,Bob_1694
7,84,Yes,7,6,77.0,Charlie_1694
4,74,Yes,5,5,55.0,David_1694
8,57,No,5,3,52.0,Eve_1694
5,81,No,8,0,68.0,Alice_1695
9,44,No,9,1,41.0,Bob_1695
9,66,No,6,9,63.0,Charlie_1695
9,96,Yes,8,9,99.0,David_1695
1,45,Yes,4,5,17.0,Eve_1695
2,71,No,7,7,47.0,Alice_1696
3,47,No,4,2,24.0,Bob_1696
4,95,Yes,5,6,80.0,Charlie_1696
9,78,No,8,8,79.0,David_1696
6,60,Yes,4,3,49.0,Eve_1696
1,57,No,4,6,27.0,Alice_1697
9,53,No,9,6,51.0,Bob_1697
6,54,No,4,9,41.0,Charlie_1697
4,81,Yes,9,8,67.0,David_1697
4,65,Yes,9,2,48.0,Eve_1697
3,92,No,5,0,72.0,Alice_1698
7,83,No,9,7,75.0,Bob_1698
3,71,No,5,3,48.0,Charlie_1698
2,78,No,9,1,58.0,David_1698
8,67,No,9,4,62.0,Eve_1698
4,99,No,5,3,83.0,Alice_1699
8,78,No,4,0,68.0,Bob_1699
1,82,No,7,6,55.0,Charlie_1699
5,71,Yes,8,3,55.0,David_1699
9,52,Yes,8,7,49.0,Eve_1699
1,54,Yes,5,8,27.0,Alice_1700
4,57,Yes,4,7,38.0,Bob_1700
6,78,No,7,0,66.0,Charlie_1700
8,45,Yes,6,7,37.0,David_1700
3,94,Yes,5,4,72.0,Eve_1700
5,50,No,6,0,34.0,Alice_1701
7,71,Yes,8,8,68.0,Bob_1701
1,79,Yes,8,8,56.0,Charlie_1701
7,59,Yes,7,6,52.0,David_1701
8,72,Yes,7,6,67.0,Eve_1701
8,79,Yes,6,0,69.0,Alice_1702
9,47,No,8,8,45.0,Bob_1702
6,90,No,7,0,76.0,Charlie_1702
6,74,No,7,6,65.0,David_1702
2,44,Yes,8,8,26.0,Eve_1702
3,74,Yes,8,8,54.0,Alice_1703
4,86,Yes,4,4,68.0,Bob_1703
4,53,No,9,5,34.0,Charlie_1703
8,60,Yes,7,1,56.0,David_1703
1,86,Yes,6,1,63.0,Eve_1703
4,63,Yes,5,9,47.0,Alice_1704
4,56,Yes,5,8,40.0,Bob_1704
1,57,No,8,0,31.0,Charlie_1704
3,73,No,9,9,56.0,David_1704
5,51,Yes,6,4,36.0,Eve_1704
6,55,No,4,6,41.0,Alice_1705
9,43,No,7,9,43.0,Bob_1705
9,64,No,4,5,61.0,Charlie_1705
9,73,Yes,6,5,69.0,David_1705
1,67,No,4,5,44.0,Eve_1705
9,85,No,8,7,82.0,Alice_1706
8,50,Yes,5,6,48.0,Bob_1706
2,52,No,8,4,27.0,Charlie_1706
1,70,No,7,9,45.0,David_1706
1,99,No,8,1,75.0,Eve_1706
6,64,Yes,6,9,54.0,Alice_1707
9,78,Yes,6,5,76.0,Bob_1707
7,49,No,7,9,44.0,Charlie_1707
5,63,Yes,7,4,50.0,David_1707
2,40,Yes,5,3,17.0,Eve_1707
1,92,Yes,4,9,66.0,Alice_1708
2,64,No,5,4,42.0,Bob_1708
1,67,No,8,8,42.0,Charlie_1708
3,75,Yes,4,1,56.0,David_1708
6,57,No,7,5,48.0,Eve_1708
8,45,Yes,6,8,40.0,Alice_1709
3,41,Yes,8,9,24.0,Bob_1709
9,42,No,5,4,38.0,Charlie_1709
5,85,Yes,9,5,73.0,David_1709
7,47,Yes,9,9,40.0,Eve_1709
8,70,Yes,7,3,62.0,Alice_1710
3,87,Yes,4,4,65.0,Bob_1710
2,58,No,9,7,37.0,Charlie_1710
2,89,Yes,4,0,68.0,David_1710
5,45,No,6,0,30.0,Eve_1710
1,53,Yes,7,9,31.0,Alice_1711
2,42,No,7,3,15.0,Bob_1711
9,87,Yes,8,9,89.0,Charlie_1711
7,40,Yes,8,2,33.0,David_1711
6,83,No,4,4,72.0,Eve_1711
9,69,No,9,9,64.0,Alice_1712
7,85,Yes,9,7,78.0,Bob_1712
5,58,Yes,5,0,40.0,Charlie_1712
9,93,Yes,4,4,91.0,David_1712
6,58,Yes,9,4,49.0,Eve_1712
6,48,Yes,8,1,38.0,Alice_1713
4,46,No,8,4,28.0,Bob_1713
1,85,No,8,7,62.0,Charlie_1713
5,76,Yes,4,9,62.0,David_1713
9,89,No,7,6,89.0,Eve_1713
8,80,No,5,1,74.0,Alice_1714
8,92,Yes,5,5,85.0,Bob_1714
5,46,No,8,9,33.0,Charlie_1714
9,48,Yes,6,0,41.0,David_1714
3,43,No,4,9,24.0,Eve_1714
3,64,No,9,9,47.0,Alice_1715
1,88,No,9,2,65.0,Bob_1715
9,51,No,7,5,50.0,Charlie_1715
6,45,No,8,8,35.0,David_1715
2,57,Yes,6,0,30.0,Eve_1715
8,79,No,8,5,76.0,Alice_1716
9,60,Yes,6,1,55.0,Bob_1716
9,54,No,5,8,49.0,Charlie_1716
2,42,No,6,1,19.0,David_1716
2,41,No,5,2,15.0,Eve_1716
7,95,Yes,5,1,86.0,Alice_1717
4,94,No,4,3,77.0,Bob_1717
1,80,No,6,3,55.0,Charlie_1717
8,79,Yes,7,9,77.0,David_1717
2,98,Yes,7,0,74.0,Eve_1717
3,43,Yes,6,7,23.0,Alice_1718
5,71,No,4,4,56.0,Bob_1718
3,41,No,7,7,18.0,Charlie_1718
7,85,No,8,5,76.0,David_1718
7,68,No,7,1,57.0,Eve_1718
2,41,Yes,4,6,13.0,Alice_1719
7,73,Yes,5,9,64.0,Bob_1719
6,66,No,5,8,54.0,Charlie_1719
9,99,Yes,5,6,97.0,David_1719
9,93,Yes,4,4,89.0,Eve_1719
2,78,Yes,5,3,53.0,Alice_1720
7,83,No,5,7,74.0,Bob_1720
5,77,Yes,4,5,61.0,Charlie_1720
6,57,No,8,4,41.0,David_1720
1,75,No,7,6,48.0,Eve_1720
7,58,No,4,2,48.0,Alice_1721
6,66,Yes,4,8,54.0,Bob_1721
4,84,Yes,6,3,67.0,Charlie_1721
1,59,Yes,5,3,34.0,David_1721
9,60,Yes,9,7,60.0,Eve_1721
4,62,No,8,5,46.0,Alice_1722
2,69,No,9,0,45.0,Bob_1722
8,64,No,6,1,56.0,Charlie_1722
2,70,Yes,8,8,49.0,David_1722
5,66,Yes,5,5,49.0,Eve_1722
6,73,Yes,9,6,65.0,Alice_1723
8,47,No,5,8,39.0,Bob_1723
1,58,No,5,2,33.0,Charlie_1723
1,80,Yes,7,4,55.0,David_1723
4,65,No,8,4,50.0,Eve_1723
5,67,No,8,9,52.0,Alice_1724
9,43,Yes,6,6,43.0,Bob_1724
7,70,Yes,4,1,58.0,Charlie_1724
7,55,No,5,3,45.0,David_1724
8,90,Yes,5,3,81.0,Eve_1724
5,49,No,9,7,36.0,Alice_1725
5,77,Yes,6,9,64.0,Bob_1725
1,87,No,8,2,57.0,Charlie_1725
9,49,Yes,7,1,46.0,David_1725
6,84,Yes,8,8,76.0,Eve_1725
9,48,Yes,7,3,43.0,Alice_1726
3,78,No,7,8,58.0,Bob_1726
5,75,No,8,5,61.0,Charlie_1726
2,90,Yes,9,0,72.0,David_1726
5,97,No,5,2,82.0,Eve_1726
8,75,No,7,6,69.0,Alice_1727
2,58,Yes,9,8,35.0,Bob_1727
8,99,Yes,6,7,91.0,Charlie_1727
4,58,Yes,6,4,40.0,David_1727
1,51,No,7,7,26.0,Eve_1727
5,52,Yes,5,1,34.0,Alice_1728
1,64,No,7,2,35.0,Bob_1728
7,75,No,6,7,67.0,Charlie_1728
8,64,No,6,8,60.0,David_1728
3,67,Yes,8,9,48.0,Eve_1728
3,81,Yes,5,7,62.0,Alice_1729
7,92,No,8,3,84.0,Bob_1729
4,78,No,9,5,67.0,Charlie_1729
3,69,Yes,9,4,50.0,David_1729
8,44,Yes,9,3,42.0,Eve_1729
3,56,Yes,4,8,37.0,Alice_1730
7,57,Yes,9,9,50.0,Bob_1730
2,82,Yes,7,2,61.0,Charlie_1730
1,86,Yes,8,0,61.0,David_1730
6,60,Yes,9,6,48.0,Eve_1730
8,61,Yes,5,9,56.0,Alice_1731
1,78,Yes,9,7,54.0,Bob_1731
9,89,No,7,2,86.0,Charlie_1731
3,97,Yes,7,2,77.0,David_1731
3,96,Yes,7,5,77.0,Eve_1731
4,45,No,7,1,25.0,Alice_1732
1,89,Yes,7,5,67.0,Bob_1732
9,55,Yes,5,4,51.0,Charlie_1732
3,41,No,4,6,20.0,David_1732
4,90,Yes,6,8,74.0,Eve_1732
1,40,No,4,8,12.0,Alice_1733
4,96,No,6,0,78.0,Bob_1733
1,69,Yes,8,6,48.0,Charlie_1733
5,97,No,7,2,79.0,David_1733
5,82,No,8,3,66.0,Eve_1733
7,91,No,8,1,82.0,Alice_1734
8,76,No,6,0,67.0,Bob_1734
4,87,Yes,5,9,75.0,Charlie_1734
7,62,No,7,2,52.0,David_1734
4,40,No,9,9,25.0,Eve_1734
3,58,Yes,8,8,39.0,Alice_1735
6,85,No,4,0,66.0,Bob_1735
4,42,Yes,7,2,24.0,Charlie_1735
3,41,No,5,4,17.0,David_1735
9,95,Yes,7,2,93.0,Eve_1735
5,76,No,9,3,62.0,Alice_1736
7,56,Yes,9,3,47.0,Bob_1736
6,67,No,8,0,55.0,Charlie_1736
5,57,Yes,4,5,41.0,David_1736
7,72,Yes,8,6,67.0,Eve_1736
6,54,Yes,5,6,43.0,Alice_1737
2,61,Yes,6,5,42.0,Bob_1737
3,80,Yes,9,6,64.0,Charlie_1737
2,66,No,4,2,42.0,David_1737
3,94,No,9,4,77.0,Eve_1737
1,76,Yes,5,6,52.0,Alice_1738
8,71,Yes,5,9,62.0,Bob_1738
6,99,No,9,4,90.0,Charlie_1738
2,84,No,8,9,60.0,David_1738
8,58,Yes,9,1,49.0,Eve_1738
6,67,No,8,5,54.0,Alice_1739
7,67,Yes,9,6,61.0,Bob_1739
1,95,Yes,8,1,67.0,Charlie_1739
7,49,Yes,6,9,42.0,David_1739
3,59,No,7,7,43.0,Eve_1739
8,64,Yes,7,4,58.0,Alice_1740
6,60,No,8,7,50.0,Bob_1740
4,53,No,8,2,34.0,Charlie_1740
8,61,No,6,1,51.0,David_1740
9,92,No,7,6,89.0,Eve_1740
2,65,Yes,6,4,41.0,Alice_1741
6,83,Yes,5,4,70.0,Bob_1741
5,50,No,9,7,35.0,Charlie_1741
5,94,Yes,7,8,79.0,David_1741
3,46,No,8,7,26.0,Eve_1741
8,56,Yes,4,9,46.0,Alice_1742
8,57,Yes,5,1,51.0,Bob_1742
5,46,Yes,9,9,30.0,Charlie_1742
8,95,Yes,4,6,88.0,David_1742
8,59,Yes,6,4,55.0,Eve_1742
3,77,Yes,9,6,60.0,Alice_1743
2,50,No,6,2,26.0,Bob_1743
9,83,Yes,6,3,85.0,Charlie_1743
2,97,Yes,8,6,76.0,David_1743
9,55,Yes,6,1,53.0,Eve_1743
4,90,No,4,1,70.0,Alice_1744
2,94,Yes,5,0,64.0,Bob_1744
1,66,Yes,8,0,41.0,Charlie_1744
4,90,Yes,5,0,73.0,David_1744
9,50,No,6,5,47.0,Eve_1744
9,55,Yes,7,4,49.0,Alice_1745
4,62,No,9,9,53.0,Bob_1745
9,99,No,8,7,95.0,Charlie_1745
6,98,Yes,6,4,87.0,David_1745
1,51,Yes,8,0,26.0,Eve_1745
6,98,No,7,7,89.0,Alice_1746
9,79,No,4,5,73.0,Bob_1746
2,42,Yes,4,7,19.0,Charlie_1746
6,41,Yes,9,1,33.0,David_1746
2,99,No,4,9,75.0,Eve_1746
4,77,No,7,7,59.0,Alice_1747
8,87,No,5,5,79.0,Bob_1747
7,91,No,7,0,82.0,Charlie_1747
9,63,Yes,7,0,58.0,David_1747
7,68,No,6,9,61.0,Eve_1747
1,86,Yes,4,4,59.0,Alice_1748
2,85,No,8,6,63.0,Bob_1748
6,73,No,9,3,60.0,Charlie_1748
7,59,Yes,5,9,55.0,David_1748
3,57,Yes,8,4,38.0,Eve_1748
9,53,Yes,6,9,49.0,Alice_1749
7,57,Yes,6,2,48.0,Bob_1749
6,41,No,5,1,24.0,Charlie_1749
6,40,Yes,8,1,27.0,David_1749
1,59,Yes,5,4,34.0,Eve_1749
5,73,Yes,5,3,59.0,Alice_1750
3,80,No,4,1,60.0,Bob_1750
7,80,No,8,4,75.0,Charlie_1750
3,87,Yes,4,9,67.0,David_1750
5,50,No,4,8,36.0,Eve_1750
7,66,No,9,7,60.0,Alice_1751
3,62,Yes,4,8,43.0,Bob_1751
2,77,No,7,8,52.0,Charlie_1751
6,83,Yes,6,7,73.0,David_1751
8,42,Yes,6,8,36.0,Eve_1751
4,51,Yes,7,3,37.0,Alice_1752
9,69,No,5,7,66.0,Bob_1752
8,70,Yes,8,1,64.0,Charlie_1752
7,62,No,8,8,54.0,David_1752
7,40,No,8,8,31.0,Eve_1752
3,80,No,4,2,59.0,Alice_1753
6,59,No,8,5,49.0,Bob_1753
5,93,Yes,8,6,80.0,Charlie_1753
1,45,Yes,8,2,19.0,David_1753
3,50,No,6,4,27.0,Eve_1753
1,74,Yes,7,0,51.0,Alice_1754
4,43,No,9,2,25.0,Bob_1754
3,68,No,5,7,48.0,Charlie_1754
4,98,Yes,7,2,82.0,David_1754
9,49,No,8,7,47.0,Eve_1754
3,90,Yes,5,8,70.0,Alice_1755
6,68,No,5,5,57.0,Bob_1755
6,77,No,7,6,69.0,Charlie_1755
7,40,No,7,5,32.0,David_1755
9,79,No,7,7,78.0,Eve_1755
7,47,Yes,9,6,41.0,Alice_1756
1,96,No,7,9,72.0,Bob_1756
8,77,No,9,0,71.0,Charlie_1756
5,56,Yes,4,2,44.0,David_1756
9,58,No,6,2,57.0,Eve_1756
5,72,No,9,2,57.0,Alice_1757
5,54,No,6,3,41.0,Bob_1757
2,84,No,8,0,62.0,Charlie_1757
3,70,No,4,1,48.0,David_1757
9,60,No,5,4,59.0,Eve_1757
7,42,Yes,7,5,34.0,Alice_1758
1,41,No,8,8,17.0,Bob_1758
3,74,Yes,5,1,54.0,Charlie_1758
2,80,No,6,8,55.0,David_1758
1,98,Yes,5,6,73.0,Eve_1758
9,55,Yes,7,8,50.0,Alice_1759
8,95,Yes,7,3,91.0,Bob_1759
5,84,Yes,9,6,73.0,Charlie_1759
2,90,No,9,0,70.0,David_1759
1,98,No,6,7,74.0,Eve_1759
7,89,No,7,6,86.0,Alice_1760
2,60,Yes,4,6,34.0,Bob_1760
1,51,Yes,8,1,25.0,Charlie_1760
2,67,Yes,6,9,47.0,David_1760
7,51,Yes,6,8,45.0,Eve_1760
7,72,Yes,5,7,62.0,Alice_1761
6,59,Yes,6,0,49.0,Bob_1761
5,79,Yes,8,0,62.0,Charlie_1761
3,88,No,4,4,65.0,David_1761
3,60,Yes,5,1,40.0,Eve_1761
9,99,No,8,0,97.0,Alice_1762
4,91,No,9,9,79.0,Bob_1762
9,93,Yes,6,7,93.0,Charlie_1762
4,78,Yes,7,3,60.0,David_1762
