Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Name
9,44,No,7,8,39.0,David
9,83,Yes,5,7,80.0,Eve
4,53,Yes,4,8,35.0,Alice
1,77,Yes,6,6,52.0,Bob
1,61,Yes,7,9,34.0,Charlie
5,48,Yes,8,6,33.0,David
2,88,No,5,1,64.0,Eve
6,79,No,5,2,65.0,Alice
7,65,Yes,8,9,55.0,Bob
1,84,No,7,7,58.0,Charlie
6,44,Yes,5,1,29.0,David
8,68,No,9,6,65.0,Eve
5,93,Yes,6,5,80.0,Alice
7,61,No,7,9,55.0,Bob
6,88,Yes,8,3,78.0,Charlie
4,42,No,7,3,22.0,David
7,67,Yes,9,2,53.0,Eve
9,77,Yes,7,5,77.0,Alice
7,53,No,4,2,41.0,Bob
5,86,Yes,8,8,69.0,Charlie
7,53,Yes,6,3,47.0,David
3,82,No,8,3,64.0,Eve
2,50,No,4,1,28.0,Alice
5,48,Yes,8,1,35.0,Bob
4,77,Yes,8,6,63.0,Charlie
5,86,Yes,6,4,71.0,David
8,83,Yes,4,2,78.0,Eve
4,45,No,8,5,32.0,Alice
9,40,Yes,9,5,40.0,Bob
7,64,Yes,8,0,55.0,Charlie
7,55,No,5,2,42.0,David
8,91,No,8,4,88.0,Eve
6,54,Yes,6,6,43.0,Alice
8,73,No,5,3,66.0,Bob
3,56,No,9,7,33.0,Charlie
1,42,No,9,2,12.0,David
6,42,Yes,9,5,32.0,Eve
1,76,Yes,4,5,48.0,Alice
9,56,Yes,9,8,56.0,Bob
2,94,No,7,3,73.0,Charlie
2,88,Yes,6,6,65.0,David
7,91,Yes,4,9,83.0,Eve
2,77,Yes,5,0,53.0,Alice
8,40,No,7,0,39.0,Bob
6,46,Yes,4,1,32.0,Charlie
7,65,Yes,6,3,55.0,David
7,86,Yes,5,5,76.0,Eve
6,78,Yes,6,3,69.0,Alice
9,58,No,6,5,54.0,Bob
9,91,Yes,5,1,89.0,Charlie
7,93,Yes,9,8,87.0,David
9,69,No,8,2,66.0,Eve
3,82,No,6,6,65.0,Alice
3,94,No,9,0,71.0,Bob
1,53,No,5,7,27.0,Charlie
5,52,No,6,3,38.0,David
4,59,Yes,8,4,43.0,Eve
2,65,No,5,6,38.0,Alice
9,66,No,4,2,59.0,Bob
3,64,No,4,8,44.0,Charlie
8,48,Yes,9,8,39.0,David
6,80,Yes,4,7,67.0,Eve
5,87,Yes,7,0,70.0,Alice
1,51,No,6,1,24.0,Bob
4,49,Yes,6,1,31.0,Charlie
3,45,No,5,2,24.0,David
1,89,No,7,1,61.0,Eve
5,73,Yes,6,0,59.0,Alice
6,98,Yes,5,4,87.0,Bob
2,91,Yes,8,5,68.0,Charlie
3,80,No,6,6,62.0,David
6,58,Yes,9,9,50.0,Eve
4,45,Yes,6,6,27.0,Alice
9,41,Yes,8,1,36.0,Bob
5,54,Yes,8,6,43.0,Charlie
4,56,Yes,6,1,35.0,David
2,55,No,8,1,29.0,Eve
6,67,No,5,5,56.0,Alice
2,60,Yes,6,5,41.0,Bob
7,47,No,6,7,37.0,Charlie
3,49,No,4,4,26.0,David
9,49,No,9,4,46.0,Eve
5,89,Yes,6,9,75.0,Alice
8,49,No,4,0,40.0,Bob
6,48,Yes,8,3,36.0,Charlie
8,67,No,9,0,62.0,David
3,63,Yes,9,9,47.0,Eve
3,58,No,8,4,39.0,Alice
5,72,No,5,7,57.0,Bob
3,43,Yes,4,0,20.0,Charlie
8,95,Yes,6,2,87.0,David
8,42,No,4,0,31.0,Eve
2,81,Yes,8,5,57.0,Alice
4,51,Yes,8,9,37.0,Bob
1,57,Yes,5,0,29.0,Charlie
4,62,Yes,9,9,48.0,David
4,59,No,9,2,41.0,Eve
9,45,Yes,8,4,43.0,Alice
3,92,No,4,4,70.0,Bob
2,73,No,9,1,54.0,Charlie
9,81,Yes,6,2,77.0,David
9,41,Yes,6,8,40.0,Eve
1,69,Yes,4,0,39.0,Alice
6,48,Yes,5,0,38.0,Bob
8,66,No,6,1,61.0,Charlie
3,81,No,4,7,59.0,David
9,73,Yes,4,5,68.0,Eve
2,79,No,8,3,59.0,Alice
6,63,Yes,9,6,55.0,Bob
1,88,No,8,5,63.0,Charlie
7,56,No,9,8,47.0,David
3,68,No,5,5,49.0,Eve
7,75,Yes,5,1,64.0,Alice
4,89,Yes,5,2,72.0,Bob
9,51,No,4,8,46.0,Charlie
5,70,Yes,4,6,55.0,David
3,88,Yes,8,5,73.0,Eve
8,48,No,6,4,41.0,Alice
6,58,Yes,9,2,50.0,Bob
2,85,Yes,9,3,61.0,Charlie
3,85,No,5,0,60.0,David
8,56,No,9,4,52.0,Eve
7,41,No,7,6,31.0,Alice
6,79,No,5,1,66.0,Bob
1,44,Yes,9,7,16.0,Charlie
9,98,Yes,8,9,93.0,David
3,78,No,9,5,59.0,Eve
5,93,No,4,9,78.0,Alice
7,87,Yes,8,2,79.0,Bob
7,55,Yes,8,1,50.0,Charlie
3,56,Yes,8,7,38.0,David
4,93,No,7,3,80.0,Eve
7,66,No,7,6,58.0,Alice
8,46,No,9,6,44.0,Bob
2,91,No,5,9,70.0,Charlie
9,47,Yes,9,8,45.0,David
7,47,No,9,9,40.0,Eve
8,62,No,9,7,57.0,Alice
6,71,Yes,4,7,61.0,Bob
6,82,No,8,6,72.0,Charlie
9,86,Yes,6,9,83.0,David
4,57,No,5,4,36.0,Eve
5,77,Yes,5,8,61.0,Alice
9,93,Yes,8,6,90.0,Bob
1,51,Yes,5,2,22.0,Charlie
4,54,No,8,5,35.0,David
7,67,No,5,2,59.0,Eve
9,94,No,9,5,89.0,Alice
6,77,No,4,7,66.0,Bob
8,89,No,5,8,88.0,Charlie
9,95,No,5,1,91.0,David
4,70,Yes,6,5,53.0,Eve
1,91,No,4,2,64.0,Alice
8,48,No,9,6,40.0,Bob
2,47,Yes,4,3,24.0,Charlie
1,85,Yes,4,4,59.0,David
7,58,No,5,9,49.0,Eve
9,90,Yes,7,5,85.0,Alice
9,47,No,5,7,47.0,Bob
3,73,Yes,8,1,54.0,Charlie
6,96,No,6,3,82.0,David
7,43,Yes,4,3,31.0,Eve
9,70,Yes,8,5,67.0,Alice
2,77,No,9,3,58.0,Bob
8,42,No,8,4,36.0,Charlie
7,74,Yes,7,4,66.0,David
4,58,Yes,4,7,39.0,Eve
2,82,Yes,5,3,61.0,Alice
8,68,Yes,4,5,64.0,Bob
5,49,No,6,6,31.0,Charlie
6,51,Yes,4,7,39.0,David
7,85,Yes,8,8,78.0,Eve
1,69,No,8,9,43.0,Alice
8,69,No,5,7,62.0,Bob
4,99,No,5,3,80.0,Charlie
9,57,No,5,3,51.0,David
1,63,No,9,9,40.0,Eve
2,71,No,6,4,48.0,Alice
6,48,Yes,9,2,38.0,Bob
1,86,Yes,9,1,61.0,Charlie
4,63,Yes,9,1,42.0,David
8,65,No,4,8,57.0,Eve
5,42,No,7,7,26.0,Alice
9,62,Yes,4,5,58.0,Bob
6,50,Yes,5,8,40.0,Charlie
1,49,No,6,4,26.0,David
6,89,No,9,9,78.0,Eve
6,75,Yes,4,0,62.0,Alice
6,99,Yes,8,7,90.0,Bob
8,52,Yes,9,2,50.0,Charlie
6,68,Yes,4,8,57.0,David
5,77,Yes,8,0,62.0,Eve
2,98,No,4,2,74.0,Alice
4,92,Yes,4,0,74.0,Bob
5,52,Yes,9,0,40.0,Charlie
4,96,No,4,5,81.0,David
2,65,Yes,5,3,45.0,Eve
7,59,No,8,9,50.0,Alice
2,44,No,6,3,17.0,Bob
1,59,Yes,7,4,31.0,Charlie
5,53,Yes,9,2,40.0,David
1,84,No,8,1,61.0,Eve
1,53,No,5,9,26.0,Alice
1,47,No,8,7,20.0,Bob
6,87,Yes,6,6,73.0,Charlie
9,52,Yes,9,9,55.0,David
1,63,Yes,8,3,37.0,Eve
5,54,Yes,5,1,35.0,Alice
9,90,Yes,9,8,90.0,Bob
9,40,No,5,7,36.0,Charlie
1,61,Yes,9,3,38.0,David
8,73,Yes,7,4,65.0,Eve
1,89,No,6,9,66.0,Alice
8,90,Yes,7,5,88.0,Bob
1,79,Yes,4,3,53.0,Charlie
5,42,Yes,5,1,27.0,David
8,94,No,7,4,90.0,Eve
6,65,No,5,0,50.0,Alice
9,53,Yes,9,6,49.0,Bob
1,97,Yes,5,8,71.0,Charlie
9,80,Yes,4,2,72.0,David
1,47,No,5,5,21.0,Eve
3,88,No,9,8,73.0,Alice
1,94,Yes,9,3,68.0,Bob
3,94,Yes,7,5,74.0,Charlie
2,95,Yes,6,2,72.0,David
2,55,Yes,8,8,38.0,Eve
9,81,No,7,6,78.0,Alice
8,60,No,4,6,55.0,Bob
1,49,Yes,8,3,24.0,Charlie
4,96,No,5,5,72.0,David
1,64,No,7,7,38.0,Eve
1,95,Yes,8,5,73.0,Alice
4,77,Yes,7,5,60.0,Bob
2,61,Yes,5,3,38.0,Charlie
3,88,Yes,9,7,74.0,David
9,87,No,7,9,86.0,Eve
2,86,Yes,4,7,62.0,Alice
4,93,Yes,8,8,80.0,Bob
1,85,Yes,8,5,62.0,Charlie
2,43,Yes,8,1,22.0,David
5,43,No,7,3,28.0,Eve
1,69,Yes,5,3,41.0,Alice
7,41,Yes,7,7,34.0,Bob
4,68,No,7,4,52.0,Charlie
6,82,Yes,9,3,71.0,David
8,75,Yes,8,7,68.0,Eve
6,60,Yes,5,2,47.0,Alice
2,99,No,6,1,73.0,Bob
1,60,Yes,5,3,33.0,Charlie
8,87,Yes,7,0,83.0,David
8,60,Yes,4,0,48.0,Eve
9,43,No,5,4,39.0,Alice
6,40,Yes,8,0,29.0,Bob
1,65,Yes,4,3,36.0,Charlie
9,95,Yes,6,7,94.0,David
3,90,No,6,7,73.0,Eve
6,41,No,4,1,28.0,Alice
9,48,Yes,6,2,49.0,Bob
3,94,Yes,4,2,73.0,Charlie
5,96,No,7,0,83.0,David
5,84,Yes,4,2,73.0,Eve
7,57,No,7,7,50.0,Alice
4,87,No,8,5,74.0,Bob
4,87,No,8,4,71.0,Charlie
7,96,Yes,6,9,92.0,David
9,81,No,9,8,78.0,Eve
4,80,No,9,6,64.0,Alice
4,50,Yes,4,5,37.0,Bob
6,64,Yes,7,4,49.0,Charlie
6,65,Yes,8,4,53.0,David
7,97,No,8,9,95.0,Eve
1,75,No,8,8,50.0,Alice
3,81,Yes,6,9,62.0,Bob
9,74,No,8,5,74.0,Charlie
6,77,Yes,9,3,70.0,David
6,42,Yes,5,3,29.0,Eve
5,98,Yes,6,3,81.0,Alice
3,80,Yes,4,5,58.0,Bob
5,74,Yes,5,0,57.0,Charlie
1,89,No,6,8,61.0,David
3,79,No,6,1,56.0,Eve
4,61,Yes,7,1,44.0,Alice
5,47,No,5,4,30.0,Bob
9,54,No,5,3,53.0,Charlie
4,84,Yes,9,2,67.0,David
3,46,No,5,4,21.0,Eve
1,58,No,8,6,35.0,Alice
6,79,Yes,9,9,77.0,Bob
7,81,No,8,1,72.0,Charlie
8,56,No,9,5,52.0,David
1,40,No,4,3,15.0,Eve
4,84,No,9,1,67.0,Alice
5,68,No,4,0,55.0,Bob
2,97,Yes,9,7,73.0,Charlie
1,52,Yes,4,4,25.0,David
8,95,Yes,8,9,90.0,Eve
6,87,Yes,9,1,74.0,Alice
5,68,Yes,7,7,53.0,Bob
9,80,No,9,2,79.0,Charlie
2,81,No,4,6,59.0,David
8,45,Yes,6,1,40.0,Eve
9,44,Yes,8,6,39.0,Alice
1,73,Yes,7,3,49.0,Bob
7,50,No,6,9,41.0,Charlie
8,48,No,6,0,39.0,David
3,77,No,8,4,57.0,Eve
4,79,No,9,3,66.0,Alice
3,80,No,5,7,59.0,Bob
7,48,No,7,0,40.0,Charlie
9,47,Yes,9,1,47.0,David
3,83,No,8,4,65.0,Eve
6,97,Yes,5,9,86.0,Alice
8,79,Yes,8,9,75.0,Bob
6,42,No,8,1,30.0,Charlie
2,52,No,6,0,26.0,David
7,58,No,9,5,49.0,Eve
2,73,No,8,9,52.0,Alice
2,71,No,9,3,47.0,Bob
2,88,No,5,4,64.0,Charlie
1,55,No,6,2,28.0,David
1,75,No,5,9,48.0,Eve
7,57,Yes,5,5,47.0,Alice
5,53,Yes,6,3,37.0,Bob
3,69,No,9,5,54.0,Charlie
1,41,Yes,5,4,18.0,David
6,52,No,4,1,37.0,Eve
1,66,Yes,9,3,41.0,Alice
9,98,Yes,8,1,96.0,Bob
2,92,No,6,4,69.0,Charlie
1,91,No,6,2,64.0,David
7,56,No,9,5,48.0,Eve
6,70,Yes,4,4,59.0,Alice
6,54,Yes,4,1,39.0,Bob
5,96,No,4,9,80.0,Charlie
4,59,Yes,4,7,38.0,David
4,44,No,7,5,26.0,Eve
3,46,Yes,6,8,27.0,Alice
8,57,No,5,2,50.0,Bob
7,95,Yes,6,3,89.0,Charlie
9,50,No,6,7,45.0,David
1,71,No,6,6,42.0,Eve
7,89,No,4,7,80.0,Alice
4,66,Yes,4,8,48.0,Bob
7,65,No,7,7,59.0,Charlie
1,76,Yes,9,7,53.0,David
5,84,No,6,5,72.0,Eve
3,67,No,8,1,46.0,Alice
5,89,No,9,6,75.0,Bob
4,41,Yes,7,3,25.0,Charlie
2,59,Yes,4,2,36.0,David
4,43,Yes,6,3,24.0,Eve
3,52,No,4,3,31.0,Alice
1,63,Yes,9,2,39.0,Bob
8,87,No,5,8,81.0,Charlie
5,77,No,4,2,63.0,David
4,97,No,4,1,81.0,Eve
5,79,No,7,0,63.0,Alice
4,87,No,5,0,69.0,Bob
3,84,Yes,9,4,66.0,Charlie
5,94,Yes,8,4,80.0,David
4,68,No,8,8,52.0,Eve
1,97,No,8,3,68.0,Alice
3,75,Yes,6,4,57.0,Bob
8,41,No,8,5,37.0,Charlie
7,80,No,6,9,68.0,David
2,57,No,9,6,35.0,Eve
1,88,No,9,8,65.0,Alice
3,47,Yes,4,5,28.0,Bob
5,97,No,8,0,82.0,Charlie
1,54,Yes,7,7,29.0,David
3,80,Yes,9,1,62.0,Eve
3,56,Yes,5,8,35.0,Alice
5,62,Yes,5,6,51.0,Bob
3,41,No,9,6,22.0,Charlie
9,45,No,4,9,42.0,David
1,68,No,5,9,45.0,Eve
4,66,Yes,5,4,48.0,Alice
4,76,Yes,4,7,61.0,Bob
1,88,Yes,4,9,59.0,Charlie
2,73,No,4,0,50.0,David
1,57,No,7,2,33.0,Eve
6,81,No,4,8,65.0,Alice
3,49,Yes,4,0,26.0,Bob
7,77,Yes,4,7,69.0,Charlie
5,98,No,9,5,87.0,David
9,83,Yes,8,9,85.0,Eve
7,56,Yes,9,4,46.0,Alice
4,98,No,8,5,82.0,Bob
5,52,Yes,7,4,36.0,Charlie
5,91,Yes,7,8,77.0,David
5,99,No,5,1,85.0,Eve
9,87,Yes,9,9,85.0,Alice
3,81,Yes,8,5,62.0,Bob
6,66,Yes,7,3,54.0,Charlie
8,92,Yes,7,2,89.0,David
9,41,No,9,4,35.0,Eve
7,73,No,5,1,65.0,Alice
3,70,Yes,4,2,52.0,Bob
1,62,No,6,6,37.0,Charlie
4,46,No,5,0,27.0,David
6,77,No,6,1,60.0,Eve
3,72,Yes,5,2,52.0,Alice
1,51,Yes,5,9,28.0,Bob
6,84,No,4,6,72.0,Charlie
1,51,No,7,3,23.0,David
9,58,No,8,7,59.0,Eve
1,48,No,5,7,20.0,Alice
6,49,Yes,4,0,38.0,Bob
1,56,No,6,4,31.0,Charlie
7,89,Yes,9,0,81.0,David
3,79,Yes,9,6,66.0,Eve
6,78,Yes,7,3,68.0,Alice
7,80,Yes,9,7,75.0,Bob
1,49,Yes,5,7,24.0,Charlie
1,51,Yes,6,8,26.0,David
5,54,Yes,5,5,39.0,Eve
6,70,No,9,6,61.0,Alice
9,54,Yes,8,6,52.0,Bob
1,67,No,9,4,38.0,Charlie
4,43,No,8,6,25.0,David
8,75,No,9,8,73.0,Eve
9,94,No,7,3,93.0,Alice
3,40,No,6,1,16.0,Bob
2,97,Yes,8,7,75.0,Charlie
4,83,Yes,4,6,64.0,David
2,96,No,7,5,77.0,Eve
1,73,No,5,6,44.0,Alice
3,86,No,9,2,66.0,Bob
7,56,Yes,6,5,48.0,Charlie
1,78,No,6,9,50.0,David
2,77,Yes,9,6,56.0,Eve
1,83,Yes,4,6,55.0,Alice
8,90,No,8,4,83.0,Bob
5,72,Yes,9,2,58.0,Charlie
8,99,Yes,6,1,93.0,David
3,60,Yes,4,6,38.0,Eve
7,65,No,4,3,55.0,Alice
8,85,No,5,1,80.0,Bob
6,75,No,4,7,64.0,Charlie
7,44,No,7,1,37.0,David
2,72,No,6,5,49.0,Eve
8,40,No,7,3,33.0,Alice
5,92,No,4,8,78.0,Bob
7,45,No,4,4,31.0,Charlie
1,76,Yes,7,3,53.0,David
5,41,No,5,7,25.0,Eve
1,96,Yes,4,2,69.0,Alice
8,92,Yes,7,8,89.0,Bob
4,98,No,7,7,80.0,Charlie
4,98,Yes,6,7,80.0,David
2,44,Yes,5,9,22.0,Eve
5,65,No,8,4,52.0,Alice
1,80,Yes,7,0,59.0,Bob
9,90,No,6,9,88.0,Charlie
5,92,Yes,8,8,81.0,David
6,86,Yes,6,1,79.0,Eve
2,52,No,6,0,28.0,Alice
1,51,Yes,9,5,28.0,Bob
4,44,Yes,5,0,19.0,Charlie
7,41,No,4,9,31.0,David
6,98,No,5,9,87.0,Eve
1,43,Yes,8,9,17.0,Alice
1,98,Yes,9,6,75.0,Bob
8,66,No,5,6,61.0,Charlie
4,89,Yes,4,0,72.0,David
5,92,No,5,9,78.0,Eve
7,49,No,5,4,36.0,Alice
8,52,No,5,2,45.0,Bob
7,83,Yes,7,1,74.0,Charlie
2,41,Yes,7,4,17.0,David
4,65,Yes,5,4,47.0,Eve
1,54,No,4,1,25.0,Alice
9,85,Yes,4,5,81.0,Bob
3,96,No,4,6,74.0,Charlie
3,49,Yes,4,0,30.0,David
9,61,No,9,2,59.0,Eve
3,79,No,9,3,60.0,Alice
8,64,Yes,6,1,58.0,Bob
2,54,No,5,9,28.0,Charlie
3,52,Yes,5,4,33.0,David
2,47,Yes,6,3,30.0,Eve
1,60,Yes,4,1,31.0,Alice
2,60,Yes,8,0,36.0,Bob
8,61,Yes,8,7,56.0,Charlie
9,85,No,6,1,82.0,David
2,72,Yes,8,3,50.0,Eve
7,84,No,7,9,76.0,Alice
5,66,Yes,5,4,52.0,Bob
3,79,No,8,1,60.0,Charlie
9,89,No,9,9,91.0,David
6,61,Yes,9,8,52.0,Eve
1,69,No,7,1,43.0,Alice
5,48,Yes,5,5,32.0,Bob
7,84,Yes,7,6,77.0,Charlie
4,74,Yes,5,5,55.0,David
8,57,No,5,3,52.0,Eve
5,81,No,8,0,68.0,Alice
9,44,No,9,1,41.0,Bob
9,66,No,6,9,63.0,Charlie
9,96,Yes,8,9,99.0,David
1,45,Yes,4,5,17.0,Eve
2,71,No,7,7,47.0,Alice
3,47,No,4,2,24.0,Bob
4,95,Yes,5,6,80.0,Charlie
9,78,No,8,8,79.0,David
6,60,Yes,4,3,49.0,Eve
1,57,No,4,6,27.0,Alice
9,53,No,9,6,51.0,Bob
6,54,No,4,9,41.0,Charlie
4,81,Yes,9,8,67.0,David
4,65,Yes,9,2,48.0,Eve
3,92,No,5,0,72.0,Alice
7,83,No,9,7,75.0,Bob
3,71,No,5,3,48.0,Charlie
2,78,No,9,1,58.0,David
8,67,No,9,4,62.0,Eve
4,99,No,5,3,83.0,Alice
8,78,No,4,0,68.0,Bob
1,82,No,7,6,55.0,Charlie
5,71,Yes,8,3,55.0,David
9,52,Yes,8,7,49.0,Eve
1,54,Yes,5,8,27.0,Alice
4,57,Yes,4,7,38.0,Bob
6,78,No,7,0,66.0,Charlie
8,45,Yes,6,7,37.0,David
3,94,Yes,5,4,72.0,Eve
5,50,No,6,0,34.0,Alice
7,71,Yes,8,8,68.0,Bob
1,79,Yes,8,8,56.0,Charlie
7,59,Yes,7,6,52.0,David
8,72,Yes,7,6,67.0,Eve
8,79,Yes,6,0,69.0,Alice
9,47,No,8,8,45.0,Bob
6,90,No,7,0,76.0,Charlie
6,74,No,7,6,65.0,David
2,44,Yes,8,8,26.0,Eve
3,74,Yes,8,8,54.0,Alice
4,86,Yes,4,4,68.0,Bob
4,53,No,9,5,34.0,Charlie
8,60,Yes,7,1,56.0,David
1,86,Yes,6,1,63.0,Eve
4,63,Yes,5,9,47.0,Alice
4,56,Yes,5,8,40.0,Bob
1,57,No,8,0,31.0,Charlie
3,73,No,9,9,56.0,David
5,51,Yes,6,4,36.0,Eve
6,55,No,4,6,41.0,Alice
9,43,No,7,9,43.0,Bob
9,64,No,4,5,61.0,Charlie
9,73,Yes,6,5,69.0,David
1,67,No,4,5,44.0,Eve
9,85,No,8,7,82.0,Alice
8,50,Yes,5,6,48.0,Bob
2,52,No,8,4,27.0,Charlie
1,70,No,7,9,45.0,David
1,99,No,8,1,75.0,Eve
6,64,Yes,6,9,54.0,Alice
9,78,Yes,6,5,76.0,Bob
7,49,No,7,9,44.0,Charlie
5,63,Yes,7,4,50.0,David
2,40,Yes,5,3,17.0,Eve
1,92,Yes,4,9,66.0,Alice
2,64,No,5,4,42.0,Bob
1,67,No,8,8,42.0,Charlie
3,75,Yes,4,1,56.0,David
6,57,No,7,5,48.0,Eve
8,45,Yes,6,8,40.0,Alice
3,41,Yes,8,9,24.0,Bob
9,42,No,5,4,38.0,Charlie
5,85,Yes,9,5,73.0,David
7,47,Yes,9,9,40.0,Eve
8,70,Yes,7,3,62.0,Alice
3,87,Yes,4,4,65.0,Bob
2,58,No,9,7,37.0,Charlie
2,89,Yes,4,0,68.0,David
5,45,No,6,0,30.0,Eve
1,53,Yes,7,9,31.0,Alice
2,42,No,7,3,15.0,Bob
9,87,Yes,8,9,89.0,Charlie
7,40,Yes,8,2,33.0,David
6,83,No,4,4,72.0,Eve
9,69,No,9,9,64.0,Alice
7,85,Yes,9,7,78.0,Bob
5,58,Yes,5,0,40.0,Charlie
9,93,Yes,4,4,91.0,David
6,58,Yes,9,4,49.0,Eve
6,48,Yes,8,1,38.0,Alice
4,46,No,8,4,28.0,Bob
1,85,No,8,7,62.0,Charlie
5,76,Yes,4,9,62.0,David
9,89,No,7,6,89.0,Eve
8,80,No,5,1,74.0,Alice
8,92,Yes,5,5,85.0,Bob
5,46,No,8,9,33.0,Charlie
9,48,Yes,6,0,41.0,David
3,43,No,4,9,24.0,Eve
3,64,No,9,9,47.0,Alice
1,88,No,9,2,65.0,Bob
9,51,No,7,5,50.0,Charlie
6,45,No,8,8,35.0,David
2,57,Yes,6,0,30.0,Eve
8,79,No,8,5,76.0,Alice
9,60,Yes,6,1,55.0,Bob
9,54,No,5,8,49.0,Charlie
2,42,No,6,1,19.0,David
2,41,No,5,2,15.0,Eve
7,95,Yes,5,1,86.0,Alice
4,94,No,4,3,77.0,Bob
1,80,No,6,3,55.0,Charlie
8,79,Yes,7,9,77.0,David
2,98,Yes,7,0,74.0,Eve
3,43,Yes,6,7,23.0,Alice
5,71,No,4,4,56.0,Bob
3,41,No,7,7,18.0,Charlie
7,85,No,8,5,76.0,David
7,68,No,7,1,57.0,Eve
2,41,Yes,4,6,13.0,Alice
7,73,Yes,5,9,64.0,Bob
6,66,No,5,8,54.0,Charlie
9,99,Yes,5,6,97.0,David
9,93,Yes,4,4,89.0,Eve
2,78,Yes,5,3,53.0,Alice
7,83,No,5,7,74.0,Bob
5,77,Yes,4,5,61.0,Charlie
6,57,No,8,4,41.0,David
1,75,No,7,6,48.0,Eve
7,58,No,4,2,48.0,Alice
6,66,Yes,4,8,54.0,Bob
4,84,Yes,6,3,67.0,Charlie
1,59,Yes,5,3,34.0,David
9,60,Yes,9,7,60.0,Eve
4,62,No,8,5,46.0,Alice
2,69,No,9,0,45.0,Bob
8,64,No,6,1,56.0,Charlie
2,70,Yes,8,8,49.0,David
5,66,Yes,5,5,49.0,Eve
6,73,Yes,9,6,65.0,Alice
8,47,No,5,8,39.0,Bob
1,58,No,5,2,33.0,Charlie
1,80,Yes,7,4,55.0,David
4,65,No,8,4,50.0,Eve
5,67,No,8,9,52.0,Alice
9,43,Yes,6,6,43.0,Bob
7,70,Yes,4,1,58.0,Charlie
7,55,No,5,3,45.0,David
8,90,Yes,5,3,81.0,Eve
5,49,No,9,7,36.0,Alice
5,77,Yes,6,9,64.0,Bob
1,87,No,8,2,57.0,Charlie
9,49,Yes,7,1,46.0,David
6,84,Yes,8,8,76.0,Eve
9,48,Yes,7,3,43.0,Alice
3,78,No,7,8,58.0,Bob
5,75,No,8,5,61.0,Charlie
2,90,Yes,9,0,72.0,David
5,97,No,5,2,82.0,Eve
8,75,No,7,6,69.0,Alice
2,58,Yes,9,8,35.0,Bob
8,99,Yes,6,7,91.0,Charlie
4,58,Yes,6,4,40.0,David
1,51,No,7,7,26.0,Eve
5,52,Yes,5,1,34.0,Alice
1,64,No,7,2,35.0,Bob
7,75,No,6,7,67.0,Charlie
8,64,No,6,8,60.0,David
3,67,Yes,8,9,48.0,Eve
3,81,Yes,5,7,62.0,Alice
7,92,No,8,3,84.0,Bob
4,78,No,9,5,67.0,Charlie
3,69,Yes,9,4,50.0,David
8,44,Yes,9,3,42.0,Eve
3,56,Yes,4,8,37.0,Alice
7,57,Yes,9,9,50.0,Bob
2,82,Yes,7,2,61.0,Charlie
1,86,Yes,8,0,61.0,David
6,60,Yes,9,6,48.0,Eve
8,61,Yes,5,9,56.0,Alice
1,78,Yes,9,7,54.0,Bob
9,89,No,7,2,86.0,Charlie
3,97,Yes,7,2,77.0,David
3,96,Yes,7,5,77.0,Eve
4,45,No,7,1,25.0,Alice
1,89,Yes,7,5,67.0,Bob
9,55,Yes,5,4,51.0,Charlie
3,41,No,4,6,20.0,David
4,90,Yes,6,8,74.0,Eve
1,40,No,4,8,12.0,Alice
4,96,No,6,0,78.0,Bob
1,69,Yes,8,6,48.0,Charlie
5,97,No,7,2,79.0,David
5,82,No,8,3,66.0,Eve
7,91,No,8,1,82.0,Alice
8,76,No,6,0,67.0,Bob
4,87,Yes,5,9,75.0,Charlie
7,62,No,7,2,52.0,David
4,40,No,9,9,25.0,Eve
3,58,Yes,8,8,39.0,Alice
6,85,No,4,0,66.0,Bob
4,42,Yes,7,2,24.0,Charlie
3,41,No,5,4,17.0,David
9,95,Yes,7,2,93.0,Eve
5,76,No,9,3,62.0,Alice
7,56,Yes,9,3,47.0,Bob
6,67,No,8,0,55.0,Charlie
5,57,Yes,4,5,41.0,David
7,72,Yes,8,6,67.0,Eve
6,54,Yes,5,6,43.0,Alice
2,61,Yes,6,5,42.0,Bob
3,80,Yes,9,6,64.0,Charlie
2,66,No,4,2,42.0,David
3,94,No,9,4,77.0,Eve
1,76,Yes,5,6,52.0,Alice
8,71,Yes,5,9,62.0,Bob
6,99,No,9,4,90.0,Charlie
2,84,No,8,9,60.0,David
8,58,Yes,9,1,49.0,Eve
6,67,No,8,5,54.0,Alice
7,67,Yes,9,6,61.0,Bob
1,95,Yes,8,1,67.0,Charlie
7,49,Yes,6,9,42.0,David
3,59,No,7,7,43.0,Eve
8,64,Yes,7,4,58.0,Alice
6,60,No,8,7,50.0,Bob
4,53,No,8,2,34.0,Charlie
8,61,No,6,1,51.0,David
9,92,No,7,6,89.0,Eve
2,65,Yes,6,4,41.0,Alice
6,83,Yes,5,4,70.0,Bob
5,50,No,9,7,35.0,Charlie
5,94,Yes,7,8,79.0,David
3,46,No,8,7,26.0,Eve
8,56,Yes,4,9,46.0,Alice
8,57,Yes,5,1,51.0,Bob
5,46,Yes,9,9,30.0,Charlie
8,95,Yes,4,6,88.0,David
8,59,Yes,6,4,55.0,Eve
3,77,Yes,9,6,60.0,Alice
2,50,No,6,2,26.0,Bob
9,83,Yes,6,3,85.0,Charlie
